;Method;Time_Window;Driver;Impostors;Method_Parameters;PORC_FAR;Min_Time_Detection_s;Average_Time_Detection_s;Max_Time_Detection_s;Standard_deviation_s;PORC_FRR;Min_Time_Detection_s;Average_Time_Detection_s;Max_Time_Detection_s;Standard_deviation_s;Number_clusters
0;IF;10;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};47.09;10;14.87880652;210;11.77795711;18.15;10;14.57712766;37;4.751915627;30
0;IF;10;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};51.16;10;16.54671029;603;18.60647636;14.6;10;15.81619938;40;5.907663393;30
0;IF;10;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.55;10;17.98882922;383;20.97789482;14.21;10;15.9556962;42;5.986593421;30
0;IF;10;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};55.85;10;20.59979529;827;29.33528621;12.22;10;17.23809524;69;7.718751949;30
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};79.5;30;52.26865672;2684;125.2495858;15.21;30;35.56097561;74;6.702224855;1
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};67.93;30;46.94316689;2777;102.4907443;12.1;30;37.32462687;77;8.040803587;1
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};69.51;30;51.48973843;2823;125.821473;10.56;30;38.38016529;82;8.535263633;1
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};69.68;30;59.04289544;2901;163.5518788;9.61;30;39.3800905;101;9.537979679;1
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};42.25;30;41.67935797;982;39.91823967;12.49;30;36.79298246;78;7.570510329;3
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};43.25;30;46.83435897;2664;84.78969698;12.02;30;37.27037037;78;7.078230662;3
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};41.62;30;55.18388106;2667;113.6972576;9.42;30;39.54587156;99;10.22422381;3
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};46.21;30;53.77266667;2838;123.550854;8.79;30;40.51741294;112;10.87432505;3
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};55.22;30;37.99210207;500;22.84882946;16.04;30;35.15895954;57;5.088850337;5
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};52.52;30;40.46538148;810;36.5054085;11.62;30;37.5610687;69;7.435166235;5
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};50.51;30;44.89471624;1533;62.54791954;9.1;30;39.73023256;81;9.766994173;5
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};57.72;30;50.93431002;2481;97.74818777;7.29;30;42.44571429;84;11.50542957;5
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};53.96;30;36.73129009;311;16.8425926;19.54;30;34.15656566;55;4.554117049;10
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};57.89;30;39.04271845;612;29.94822731;13.75;30;36.22442244;75;7.478609513;10
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};56.93;30;40.85240808;870;37.90681561;12.02;30;37.20955882;83;7.768574966;10
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};63.57;30;46.99225625;1166;64.13287216;9.61;30;39.42727273;83;9.835133269;10
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};45.05;30;34.84131592;226;12.04605313;18.28;30;34.50132626;69;5.261322476;30
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};48.23;30;37.78477571;644;23.71278752;13.71;30;36.7385159;84;7.638241363;30
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};48.6;30;39.25564304;731;27.74758239;11.43;30;37.992;83;8.296218716;30
0;IF;30;B;['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};53.6;30;42.90322581;850;40.79866973;9.38;30;39.95238095;82;9.158237803;30
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};71.77;3;16.21081451;1317;41.5875765;21.48;3;6.615686275;28;4.276992677;1
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};73.08;3;27.04066325;2473;96.67095951;16.81;3;7.827102804;51;6.218480259;1
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};74.71;3;32.92226991;2609;118.3671557;17.41;3;7.812206573;34;5.559493098;1
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};77.3;3;47.36240703;2564;159.6455855;13.21;3;9.563953488;57;7.830177233;1
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};54.27;3;10.51138417;414;17.64440195;18.95;3;7.282608696;23;4.317442249;3
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};55.57;3;14.1061747;831;30.19221246;15.61;3;8.35678392;27;5.438205819;3
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.86;3;14.07673732;935;31.66016567;16.94;3;7.900473934;29;4.958355119;3
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};55.24;3;16.25936942;1015;37.87985764;16.08;3;8.136585366;27;5.140275232;3
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};55.47;3;10.44980695;461;17.86151035;19.81;3;7.071729958;28;4.287239932;5
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};52.9;3;13.12748425;721;26.13860001;16.41;3;8.053140097;30;5.293527582;5
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.01;3;13.3208898;472;25.18442605;17.61;3;7.717592593;29;4.733735016;5
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};55.94;3;15.59210526;924;33.03882418;15.61;3;8.728723404;31;5.38127318;5
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};48.36;3;8.666878475;226;12.09977615;22.88;3;6.551181102;28;4.196193761;10
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};51.03;3;10.28395062;433;16.36530453;18.68;3;7.515837104;29;5.058383936;10
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};46.75;3;10.90539947;437;18.64265748;18.61;3;7.596330275;31;5.187932232;10
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};50.3;3;13.30743331;619;25.3128;15.34;3;8.859459459;30;6.041678586;10
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};34.9;3;6.347975883;129;7.387777361;25.35;3;5.885416667;19;3.226209494;30
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};38.39;3;7.71244856;129;9.578071696;22.95;3;6.26199262;33;3.924471431;30
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};37.7;3;8.242892578;130;10.74936353;24.02;3;6.218518519;21;3.789099709;30
0;IF;3;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};40.71;3;9.092752459;155;12.50939525;20.88;3;6.921161826;25;4.43635646;30
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};73.59;5;19.48834951;1113;47.09033598;16.97;5;9.947368421;39;5.283510749;1
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};77.75;5;33.20970537;2477;126.875295;11.96;5;12.39490446;37;7.478823061;1
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};77.93;5;39.60063224;2508;146.6544666;12.09;5;12.17391304;50;7.598161963;1
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};81.34;5;58.04521073;2638;209.2138263;10.49;5;13.64028777;50;9.087343639;1
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};57.46;5;13.22098834;396;18.99024545;21.24;5;8.660079051;27;4.308890218;3
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};59.24;5;15.93009754;564;26.98894667;16.7;5;10.02415459;42;5.485585359;3
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};57.96;5;18.0579021;607;34.09672626;16.57;5;10.0631068;33;5.212639241;3
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};61.75;5;24.16039157;1062;52.15623232;12.89;5;12;42;7.610097256;3
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};52.33;5;12.92135273;470;18.63923681;20.51;5;8.87704918;26;4.202836332;5
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};51.71;5;14.77788462;620;24.37519682;17.03;5;9.971153846;28;4.779094432;5
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.46;5;16.35326689;620;28.97175943;16.23;5;10.36548223;27;4.965023213;5
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};58.82;5;21.47943797;657;41.50033462;13.96;5;11.19553073;40;6.368001302;5
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};48.98;5;10.13980049;155;11.48148239;23.51;5;8.194139194;32;3.803399516;10
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};51.8;5;12.24921947;199;15.64497986;17.77;5;9.570135747;32;4.584639817;10
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};49.7;5;13.10179514;221;17.27927941;17.5;5;9.744186047;32;4.831231259;10
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};53.12;5;15.37969368;669;26.35376129;14.63;5;10.8342246;33;5.93959783;10
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};42.4;5;9.107668797;141;8.951427112;23.18;5;8.356060606;25;3.317501868;30
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};43.16;5;10.37855804;146;11.47160492;19.44;5;9.110169492;36;4.662724796;30
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};43.99;5;11.43046358;218;14.12159957;18.64;5;9.318777293;36;4.81578602;30
0;IF;5;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};45.78;5;12.78813372;252;17.23979168;16.57;5;9.976076555;36;5.574185169;30
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};69.23;10;24.81568524;1011;45.41607653;20.03;10;13.91358025;36;4.786855791;1
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};71.8;10;30.87883057;1364;84.95267994;12.99;10;16.68639053;52;7.309639224;1
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};78.5;10;43.93364198;2566;147.5680508;10.11;10;18.72463768;51;8.815023768;1
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};81.36;10;66.12987013;2803;219.9846151;8.71;10;20.17213115;76;11.07352783;1
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};53.28;10;17.66917435;466;22.58079332;20.43;10;13.88888889;33;4.233865826;3
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};58.43;10;21.53409373;941;35.10585453;16.88;10;14.71889401;36;5.208545567;3
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};57.23;10;23.34269988;1014;45.40807466;14.94;10;15.44670051;44;5.999443152;3
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};62.15;10;31.27381939;1153;68.41615911;11.32;10;17.71052632;53;8.256349416;3
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};48.05;10;16.08797954;466;15.65684737;19.83;10;13.9875;34;4.558757492;5
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};52.75;10;19.525369;669;27.55155473;15.61;10;15.26865672;54;6.396675909;5
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};55.64;10;22.59474725;938;39.19203576;14.2;10;15.92432432;44;6.900275885;5
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};61.4;10;28.52941176;1019;54.88307692;10.92;10;18.04761905;76;10.84405862;5
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};52.14;10;16.41947689;192;14.48945977;19.62;10;14.04201681;38;4.463437887;10
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};48.6;10;17.55636956;743;21.167236;17.28;10;14.8254717;38;5.126153761;10
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};50.41;10;19.42256214;1044;26.52944323;16.48;10;15.17326733;55;6.094176179;10
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};55.88;10;23.52554087;1064;38.11903677;13.26;10;16.52906977;51;7.478958652;10
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};38.18;10;14.09015257;152;9.211535321;20.96;10;13.79674797;36;4.568676582;30
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};38;10;15.5256054;171;12.38012359;17.15;10;14.86255924;37;5.312614914;30
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};38.17;10;16.39628136;223;14.78740205;17.28;10;14.96618357;36;5.17779205;30
0;IF;10;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};42.4;10;18.71247021;358;20.56349807;15.14;10;15.81182796;55;6.577773376;30
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};87.09;30;63.00637813;2574;135.6471674;11.31;30;37.5620915;68;7.873030301;1
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};82.75;30;70.13863109;2846;185.6219141;9.82;30;39.09090909;91;11.0760415;1
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};81.27;30;78.4;2863;227.686171;10.77;30;38.28169014;89;9.922655642;1
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};84.04;30;99.69185476;2871;298.8392332;9.41;30;39.37209302;89;11.44557076;1
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};51.31;30;36.8160654;659;20.13775271;22.68;30;33.35877863;54;4.057193984;3
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};62.52;30;43.29394505;1181;49.16574041;16.18;30;35.03902439;59;5.527865154;3
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};63.03;30;47.39393939;1855;71.84427512;13.27;30;36.49122807;66;7.246393359;3
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};66.98;30;57.1288584;2579;110.7368394;10.36;30;38.39007092;87;10.09863714;3
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};52.13;30;36.73865604;659;20.64165833;16.86;30;34.9902439;57;5.455695211;5
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};56.37;30;40.50130921;1092;39.65348193;12.53;30;36.87804878;74;7.237242202;5
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};55.22;30;42.66281755;1096;48.01628902;11.44;30;37.54901961;81;8.49376023;5
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};60.94;30;50.41656417;1821;78.18753032;8.8;30;39.86290323;87;10.70926556;5
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};46.96;30;35.71841095;465;16.10844903;23.63;30;33.40625;63;4.251758575;10
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};49.53;30;38.31373409;418;25.31229287;17.74;30;34.5733945;52;4.773836958;10
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};49.67;30;40.06550559;639;31.35897325;16.25;30;35.03414634;57;5.204994291;10
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};54.49;30;44.71894985;917;50.08341299;13.2;30;36.41040462;79;6.975814228;10
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};35.09;30;33.70525657;238;9.734101444;28.37;30;32.55033557;52;3.043868356;30
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};35.88;30;35.25656155;302;14.5297155;23.16;30;33.36538462;57;3.724223358;30
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};36.13;30;36.57066015;553;18.98682196;21.06;30;33.79835391;53;3.959046207;30
0;IF;30;C;['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};40.96;30;39.0524055;550;27.29755519;18.69;30;34.1991342;56;4.327284432;30
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};54.25;3;11.75743453;683;25.68955736;17.11;3;7.804232804;33;5.133112258;1
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};55.82;3;15.68895613;791;38.85808852;13.49;3;9.411003236;33;6.385556599;1
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};55.46;3;16.84511229;781;40.40719548;14.02;3;9.157232704;38;6.35990456;1
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};58.3;3;19.99543031;961;48.65939128;12.16;3;10.18661972;67;8.258010172;1
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};54.91;3;8.900155039;267;13.46107164;14.81;3;8.555232558;39;6.095678004;3
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};56.55;3;11.4325993;486;19.93210313;13.79;3;9.153605016;44;6.750605227;3
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};57.36;3;12.27791289;645;22.63343481;13.03;3;9.572368421;56;7.535265362;3
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};62.96;3;15.18212348;594;29.32110652;11.6;3;10.54014599;58;9.123101618;3
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};55.73;3;8.496763987;299;14.02090426;19.57;3;7.081145585;45;5.076270211;5
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};50.27;3;9.637675726;471;16.88116912;16.21;3;7.89893617;39;5.638004274;5
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.91;3;10.5290898;471;18.27638288;14.24;3;8.676470588;46;6.177896599;5
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};55.6;3;12.07692308;500;21.80545496;11.94;3;10.15034965;47;7.607598917;5
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};35.33;3;6.694262295;177;9.25863816;20.44;3;6.84137931;36;4.344617723;10
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};41.46;3;8.145757132;239;12.15996688;15.41;3;8.471098266;43;5.959333438;10
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};41.71;3;8.851844345;196;13.54342745;15.53;3;8.37037037;43;5.822088936;10
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};46.46;3;10.22542595;344;17.00128747;14.43;3;8.842900302;43;6.434714285;10
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};39.74;3;6.420864791;178;8.855571475;17.42;3;7.892183288;34;5.143268319;30
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};39.81;3;6.926259542;178;9.825251149;15.45;3;8.268907563;38;5.37738316;30
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};37.5;3;6.996055227;178;9.936903567;15.15;3;8.344632768;34;5.224141715;30
0;IF;3;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};40.04;3;7.575945017;178;10.78242885;13.64;3;9.099378882;40;6.09652878;30
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};49.75;5;11.46903967;414;21.48438011;16.91;5;9.874331551;51;5.528646719;1
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};52.43;5;14.62487487;523;27.87035374;15.28;5;10.51162791;35;5.721412262;1
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};52.97;5;16.46860465;638;32.79411667;15.32;5;10.45244957;35;5.841837697;1
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};56.48;5;22.19291965;1053;48.8035173;12.18;5;12.17605634;64;8.319842428;1
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};39.47;5;11.6356904;502;15.95583381;19.29;5;9.080952381;49;4.751898909;3
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};46.53;5;12.88747346;642;20.5906949;15.39;5;10.48405797;49;5.681508745;3
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};47.81;5;13.58603615;648;21.14691793;16.04;5;10.32478632;47;5.805655951;3
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};54.88;5;17.0892489;738;31.28707327;13.12;5;11.76013514;49;6.83707976;3
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};54.34;5;11.50836177;436;16.32639115;16.41;5;10.10497238;50;5.639691906;5
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};53.52;5;13.22148936;396;20.61657809;12.82;5;11.63245033;50;7.369732927;5
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};53.27;5;14.18342776;502;22.78290581;12.82;5;11.7090301;43;7.165279262;5
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};54.23;5;16.50042699;501;28.07785025;10.93;5;13.16342412;51;8.401807885;5
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};40.4;5;9.316918576;236;11.56997994;17.51;5;9.592307692;34;5.187035679;10
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};47.67;5;11.05722121;262;15.46356342;13.58;5;11.23101266;34;6.382549641;10
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};50.8;5;13.10267758;329;19.06891092;12.14;5;12.23758865;57;7.584654286;10
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};52.15;5;14.99089016;367;23.5738255;11.04;5;13.08108108;47;7.850664638;10
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};36.81;5;8.341442098;180;8.884453661;16.83;5;9.848404255;38;5.360188813;30
