;Method;Time_Window;Driver;Impostors;Method_Parameters;PORC_FAR;Min_Time_Detection_s;Average_Time_Detection_s;Max_Time_Detection_s;Standard_deviation_s;PORC_FRR;Min_Time_Detection_s;Average_Time_Detection_s;Max_Time_Detection_s;Standard_deviation_s;Number_clusters
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};39.86;5;9.165492958;168;10.56405739;14.98;5;10.53488372;36;5.550085072;30
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};39.21;5;9.790116703;170;11.58652535;13.58;5;11.27707006;35;6.263871483;30
0;IF;5;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};40.96;5;10.7729222;246;13.21242274;12.44;5;11.92808219;48;7.484575141;30
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};53.37;10;20.52218065;604;26.92066447;13.72;10;16.29487179;53;7.20192717;1
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};58.38;10;23.78958921;1251;54.20429261;11.75;10;17.5904059;48;7.742029367;1
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};58.42;10;26.66242515;1065;60.2902921;11.64;10;17.66542751;51;8.170726889;1
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};59.64;10;32.88844819;1067;76.32399448;10.69;10;18.38645418;75;9.046438845;1
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};46.56;10;16.22670509;511;15.46625152;16.6;10;14.86666667;61;5.603029484;3
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};54.37;10;19.45939509;960;27.16548385;15.35;10;15.56764706;51;6.531847127;3
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};50.73;10;20.50645705;1040;29.7744887;15.31;10;15.53216374;59;6.236103895;3
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};60.18;10;26.41884629;1264;51.62199723;12.47;10;16.8537415;63;7.710794456;3
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};44.06;10;15.36498569;519;14.84449932;16.68;10;14.84574468;49;5.29378332;5
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};51.32;10;17.45239551;436;20.79403156;15.39;10;15.25210084;50;5.911166096;5
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.39;10;19.296875;985;27.98051755;13.87;10;16.07788162;50;6.93835647;5
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};58.1;10;26.64511278;1260;51.16244431;10.92;10;17.83458647;71;8.90594921;5
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};46.04;10;16.26264401;468;15.63942924;16.49;10;14.98641304;54;5.306140617;10
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};44.6;10;17.24416476;499;18.5886337;13.53;10;16.31089744;52;7.076713988;10
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};46.93;10;18.85855434;505;23.12536678;12.96;10;16.70469799;56;7.065354705;10
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};49.81;10;21.4300278;932;31.73632776;11.18;10;17.80827068;62;8.497995725;10
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};38.03;10;13.67966489;271;10.21561678;18.57;10;14.35660848;45;4.726522238;30
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};35.11;10;14.19809419;266;11.46530579;14.18;10;15.9235474;55;6.815511154;30
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};36.52;10;14.80862374;276;12.92473731;13.42;10;16.07120743;55;6.613876394;30
0;IF;10;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};39.53;10;16.40069525;337;16.04862077;11.26;10;17.63837638;64;8.367609705;30
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};57.81;30;38.38057583;463;26.70429135;14.88;30;35.72205438;76;6.337581271;1
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};56.38;30;42.17226277;1623;59.40576641;12.39;30;36.95138889;88;8.059733321;1
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};58.3;30;44.5413058;1242;61.9766415;10.71;30;38.18897638;93;9.606677753;1
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};62.47;30;51.18056788;1959;104.3352417;8.99;30;39.81363636;88;10.20684681;1
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};58.67;30;37.97381498;1278;30.15709019;15.42;30;35.39017341;65;5.822576398;3
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};54.25;30;39.49734043;1434;39.19126192;13.47;30;36.36807818;86;7.42971581;3
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};54.03;30;41.54672084;1275;45.63722661;13.39;30;36.37459283;88;7.933119503;3
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};58.9;30;49.05019141;1406;76.97951669;11.17;30;37.89655172;86;9.236259419;3
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};35.62;30;35.89192456;274;16.16837562;14.8;30;35.64776119;71;6.588057563;5
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};36.67;30;36.95473028;394;21.86846549;11.36;30;37.5498155;80;8.366838752;5
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};34.05;30;39.18161435;712;29.28598105;11.51;30;37.32014388;81;8.393419116;5
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};43.26;30;42.93599034;1033;40.96819008;9.72;30;39.26086957;120;11.38802478;5
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};37.97;30;34.924922;620;15.97626052;19.24;30;34.18673219;63;4.960387011;10
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};38.38;30;36.79639502;907;23.77068322;14.5;30;35.85582822;69;6.51630474;10
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};38.46;30;38.32636364;935;27.50577942;12.59;30;36.82534247;69;7.414597951;10
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};42.78;30;42.64408131;980;37.73217951;11.21;30;37.79166667;72;8.587625208;10
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};36.99;30;34.06017094;616;14.1538624;19.13;30;34.10628019;61;4.699009136;30
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};35.93;30;35.4406362;907;21.05021188;13.7;30;36.09433962;70;6.887828109;30
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};34.47;30;36.32863974;907;23.86506755;13.39;30;36.30322581;73;6.770270241;30
0;IF;30;D;['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};38.33;30;39.03271181;919;29.33209788;11.74;30;37.23928571;73;7.991251457;30
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};80.17;3;20.80005463;1620;60.46950557;18.74;3;7.310077519;36;5.151099689;1
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};73.15;3;17.49185989;925;44.39081653;14.83;3;8.903846154;40;7.012782299;1
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};71.39;3;18.75102487;1054;52.6841071;15.18;3;8.62037037;45;6.859002019;1
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};71.73;3;27.6484798;1395;83.60786276;13.52;3;9.515463918;45;7.74946216;1
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};45.23;3;8.144936709;232;11.91319582;19.45;3;7.284046693;36;5.094522407;3
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};37.56;3;8.490239485;189;11.86737107;17.2;3;7.940425532;38;5.735317917;3
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};32.4;3;9.28358209;745;21.04084357;15.66;3;8.52293578;43;6.315946215;3
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};31.47;3;10.2950568;716;23.51844283;15.48;3;8.658878505;43;6.366025629;3
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};38.81;3;7.572336511;823;14.78860443;20.82;3;6.872262774;26;4.437819976;5
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};33.56;3;9.750874361;825;21.96673597;13.76;3;9.494845361;41;7.182482593;5
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};35.96;3;11.44250765;824;23.78116488;13.7;3;9.461538462;41;7.40801375;5
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};31.46;3;11.28679505;825;24.72905682;13.35;3;9.492307692;54;7.750869077;5
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};20.57;3;6.493384224;158;8.298091174;16.01;3;8.183406114;47;5.560787266;10
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};16.75;3;6.956237078;145;10.00088659;14.71;3;8.626728111;56;7.265712532;10
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};15.82;3;7.567445674;187;11.58604885;14.59;3;8.728971963;44;6.7512059;10
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};16.73;3;7.527510581;205;12.24640814;14.35;3;8.843601896;44;6.845867319;10
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};21.05;3;5.395715896;90;5.634695029;20.82;3;6.89010989;39;4.2490065;30
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};16.55;3;5.808898419;119;6.785703797;17.5;3;7.608870968;34;4.868747099;30
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};16.07;3;6.05377608;114;6.712784905;15.84;3;8.251101322;34;5.574391202;30
0;IF;3;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};15.61;3;6.395997375;160;7.290741848;14.71;3;8.688372093;34;5.879681841;30
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};75.49;5;20.00395452;1057;45.59564293;19.36;5;9.163498099;27;4.034190509;1
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};76.74;5;27.84855072;1612;83.88408417;14.07;5;11.02427184;38;5.702750146;1
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};74.35;5;29.98818256;1611;96.51632928;13.06;5;11.39393939;46;6.814165869;1
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};72.83;5;33.11043802;1848;110.664357;12.83;5;11.76719577;49;7.076240066;1
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};42.75;5;13.33129771;1261;31.01402671;19.3;5;9.147727273;33;4.3045818;3
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};36.7;5;11.68252806;407;17.5846637;16.63;5;10;29;4.949530693;3
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};46.78;5;14.75187567;890;29.47809328;14.43;5;10.79716981;29;5.484263702;3
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};39.15;5;14.80501931;1011;37.7867402;14.07;5;11.19900498;38;6.091814098;3
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};25.05;5;8.569878749;224;9.266782301;20.84;5;8.918819188;28;4.390315108;5
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};47.99;5;12.37728938;424;20.11287356;13.95;5;11.43076923;38;6.519524754;5
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};38.05;5;12.91883028;600;24.73139957;12.53;5;12.3220339;35;7.074539845;5
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};37.76;5;14.83640013;601;31.16590425;13.66;5;11.38071066;36;6.384949899;5
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};23;5;9.519026301;302;11.76196185;16.86;5;9.982905983;35;5.246675475;10
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};20.84;5;9.236672525;301;11.58611838;13.84;5;11.07804878;44;6.279733673;10
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};26.67;5;10.37719543;301;13.54983628;13.66;5;11.27;54;7.15984756;10
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};26.81;5;11.28309056;302;15.83733952;13.48;5;11.32160804;44;6.686869799;10
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};27.82;5;8.139288812;93;6.309108436;19.06;5;9.048148148;54;5.349625312;30
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};17.9;5;8.125235152;125;6.76156199;15.26;5;10.23144105;33;5.274372676;30
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};19.14;5;8.350649351;123;7.525268337;14.79;5;10.43497758;45;5.943732855;30
0;IF;5;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};18.44;5;9.060460653;173;9.146025549;14.49;5;10.57534247;38;5.663947974;30
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};67.86;10;20.77631312;857;33.07791611;21.49;10;13.88518519;38;4.622331739;1
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};60.24;10;20.8175149;1473;49.59302091;16.67;10;15.19469027;49;6.082190259;1
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};62.21;10;25.86882129;1737;75.98202242;13.75;10;16.43076923;52;7.102277617;1
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};64.2;10;34.56444858;2182;118.6775366;13.33;10;16.78609626;50;7.397123769;1
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};54.94;10;16.66682975;350;16.7566283;17.8;10;14.70661157;40;5.591995399;3
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};58.52;10;19.53692405;1139;30.723137;15.3;10;15.52752294;49;6.453782823;3
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};64;10;22.94754265;1139;44.91568258;14.46;10;15.97572816;42;6.472033134;3
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};64.19;10;27.6273313;1330;64.67576327;13.45;10;16.23383085;50;7.10563507;3
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};67.15;10;19.00278503;577;24.44132005;16.79;10;15;52;5.715978813;5
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};58.69;10;21.14337524;762;31.55115988;12.14;10;17.10989011;52;7.896359815;5
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};51.87;10;20.33001531;798;31.27601308;11.96;10;17.08196721;52;8.066267602;5
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};53.1;10;23.94835526;609;39.9806176;11.96;10;17.21666667;52;7.715814855;5
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};28.11;10;13.75791139;147;8.35109502;17.14;10;14.72839506;42;5.766845276;10
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};29.39;10;15.6353562;416;15.98501593;13.33;10;16.62303665;67;7.9216089;10
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};27.4;10;16.8797043;255;17.77600057;12.98;10;16.81818182;78;8.81037334;10
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};27.58;10;18.41188198;481;23.2595141;12.98;10;16.77659574;52;7.843597144;10
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};36.16;10;13.72010372;130;8.233801242;18.57;10;14.26153846;42;4.878530455;30
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};33.51;10;14.28297716;147;9.686702203;15.89;10;15.11688312;52;5.938761456;30
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};27.45;10;14.42550243;191;10.12966107;14.46;10;15.90865385;43;6.467781326;30
0;IF;10;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};23.72;10;15.10219417;283;12.16736927;13.81;10;16.06341463;50;6.543285591;30
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};88.51;30;51.52536776;1370;73.33406348;20.19;30;33.95522388;69;4.892653932;1
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};64.08;30;42.3699237;1718;61.51348362;14.96;30;35.70616114;74;6.48286459;1
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};67.74;30;45.52489209;1846;79.26084226;12.44;30;37.04972376;74;7.48203496;1
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};77.64;30;64.44318794;2342;166.4251706;10.64;30;38.12269939;74;8.524310193;1
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};41.86;30;35.34203002;284;14.92427927;19.89;30;34.14671815;58;4.568354542;3
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};31.89;30;35.13617794;548;20.47447564;14.12;30;35.9368932;87;6.808953794;3
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};41.16;30;37.4643377;1793;40.1905171;13.16;30;36.48704663;72;6.886814703;3
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};43.98;30;40.84371029;2133;60.9517698;12.68;30;36.77005348;72;7.517403571;3
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};38.17;30;37.38611039;605;30.78237924;16.23;30;35.19555556;57;5.428675333;5
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};46.98;30;37.7954947;1354;35.55516541;10.1;30;39.17687075;87;10.91166316;5
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};47.13;30;38.85277435;1360;40.48892455;9.68;30;39.02;99;11.00425177;5
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};39.56;30;39.26852419;1356;49.54031107;9.8;30;39.21088435;112;12.62647322;5
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};49.69;30;37.08598848;407;19.68603379;16.05;30;35.58962264;65;6.320543939;10
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};36.02;30;36.99371728;685;26.21789099;13.22;30;36.72192513;79;7.483867994;10
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};35.51;30;38.77272727;990;36.07432023;12.26;30;37.43930636;79;8.159248112;10
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};32.74;30;40.63647799;1166;50.39269377;11.24;30;37.89759036;79;8.783337888;10
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 5};23.93;30;33.26603575;190;8.04675108;22.06;30;33.55087719;48;3.503776776;30
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 15};27.45;30;34.35974205;252;12.49071604;16.41;30;35.04782609;60;5.623746406;30
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 25};29.17;30;35.99151824;259;18.08817444;14.66;30;35.96078431;63;6.167484367;30
0;IF;30;E;['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J'];{'n_estimators': 50};23.56;30;37.86767318;332;22.53801337;13.1;30;36.65079365;66;6.873845118;30
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 5};35.63;3;8.008302957;400;14.60991433;17.99;3;7.553846154;29;4.930475803;1
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 15};30.16;3;8.840413943;318;16.5659285;18.17;3;7.593167702;47;5.262488475;1
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 25};38.85;3;10.79554105;321;22.06714755;14.18;3;9.209923664;38;6.40804517;1
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 50};46.32;3;13.97299814;730;33.61617754;11.81;3;10.66517857;41;7.817964937;1
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 5};36.72;3;8.164281395;134;11.43936602;16.58;3;8.140468227;41;6.048489837;3
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 15};37.09;3;8.80480282;214;13.40695253;13.86;3;9.181818182;47;6.63934371;3
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 25};38.35;3;9.379621072;199;14.36970405;13.04;3;9.656;40;7.422535966;3
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 50};40.85;3;10.83762016;241;18.50516527;11.54;3;10.80995475;54;8.841538867;3
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 5};37.54;3;7.130477597;233;10.9228422;17.58;3;7.564417178;40;5.262391161;5
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 15};33.84;3;8.170790453;138;11.95779173;16.99;3;8.049668874;42;5.767434918;5
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 25};33.71;3;8.498148148;184;12.89406842;16.22;3;8.22972973;42;6.156264104;5
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 50};36.91;3;9.8754804;193;15.5922174;13.95;3;9.312741313;46;7.243727025;5
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 5};35.13;3;6.649292865;355;10.30750186;18.9;3;7.392749245;31;4.938697718;10
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 15};33.68;3;7.235206272;136;10.00798449;16.08;3;8.325342466;43;6.115748491;10
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 25};32.66;3;7.72809604;156;10.94413849;15.58;3;8.496503497;41;6.126587586;10
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 50};35.86;3;8.816251997;178;13.36299568;14.36;3;8.981481481;41;6.561379459;10
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 5};38.64;3;6.680826302;136;8.950904233;15.22;3;8.570422535;52;6.153395899;30
0;IF;3;F;['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J'];{'n_estimators': 15};38.28;3;7.619139937;136;11.22993313;13.81;3;9.268199234;48;6.853192982;30
